Area Name,2013 Q4 Total businesses,2013 Q4 Dept store sales,2013 Q4 Households with Net Asset Value Up to 25K,2013 Q4 Households with Net Asset Value 25K to 50K,2013 Q4 Households with Net Asset Value 50K to 75K,2013 Q4 Households with Net Asset Value 75K to 100K,2013 Q4 Households with Net Asset Value 100K to 250K,2013 Q4 Households with Net Asset Value 250K to 500K,2013 Q4 Households with Net Asset Value 500K to 750K,2013 Q4 Households with Net Asset Value 750K to 1M,2013 Q4 Households with Net Asset Value 1M to 2M,2013 Q4 Households with Net Asset Value 2M Plus,2013 Q4 Pop Age 0-4,2013 Q4 Pop Age 5-9 ,2013 Q4 Pop Age 10-14,2013 Q4 Pop Age 15-19 ,2013 Q4 Pop Age 20-24,2013 Q4 Pop Age 25-29 ,2013 Q4 Pop Age 30-34,2013 Q4 Pop Age 35-39 ,2013 Q4 Pop Age 40-44,2013 Q4 Pop Age 45-49 ,2013 Q4 Pop Age 50-54,2013 Q4 Pop Age 55-59 ,2013 Q4 Pop Age 60-64,2013 Q4 Pop Age 65-69,2013 Q4 Pop Age 70-74,2013 Q4 Pop Age 75-79,2013 Q4 Pop Age 80-84,2013 Q4 Pop Age 85+,2013 Q4 HHs Age 85+,2013 Q4 HHs Age 75-84,2013 Q4 HHs Age 65-74,2013 Q4 HHs Age 55-64,2013 Q4 HHs Age 45-54,2013 Q4 HHs Age 35-44,2013 Q4 HHs Age 25-34,2013 Q4 HHs Age 15-24 ,2013 Q4 Median HH Age,2013 Q4 Average HH Age,2013 Q4 White Pop Age 0-4,2013 Q4 White Pop Age 5-9,2013 Q4 White Pop Age 10-14,2013 Q4 White Pop Age 15-19,2013 Q4 White Pop Age 20-24,2013 Q4 White Pop Age 25-29,2013 Q4 White Pop Age 30-34,2013 Q4 White Pop Age 35-39,2013 Q4 White Pop Age 40-44,2013 Q4 White Pop Age 45-49,2013 Q4 White Pop Age 50-54,2013 Q4 White Pop Age 55-59,2013 Q4 White Pop Age 60-64,2013 Q4 White Pop Age 65-69,2013 Q4 White Pop Age 70-74,2013 Q4 White Pop Age 75-79,2013 Q4 White Pop Age 80-84,2013 Q4 White Pop Age 85+,2013 Q4 Black Pop Age 0-4,2013 Q4 Black Pop Age 5-9,2013 Q4 Black Pop Age 10-14,2013 Q4 Black Pop Age 15-19,2013 Q4 Black Pop Age 20-24,2013 Q4 Black Pop Age 25-29,2013 Q4 Black Pop Age 30-34,2013 Q4 Black Pop Age 35-39,2013 Q4 Black Pop Age 40-44,2013 Q4 Black Pop Age 45-49,2013 Q4 Black Pop Age 50-54,2013 Q4 Black Pop Age 55-59,2013 Q4 Black Pop Age 60-64,2013 Q4 Black Pop Age 65-69,2013 Q4 Black Pop Age 70-74,2013 Q4 Black Pop Age 75-79,2013 Q4 Black Pop Age 80-84,2013 Q4 Black Pop Age 85+,2013 Q4 Asian Pop Age 0-4,2013 Q4 Asian Pop Age 5-9,2013 Q4 Asian Pop Age 10-14,2013 Q4 Asian Pop Age 15-19,2013 Q4 Asian Pop Age 20-24,2013 Q4 Asian Pop Age 25-29,2013 Q4 Asian Pop Age 30-34,2013 Q4 Asian Pop Age 35-39,2013 Q4 Asian Pop Age 40-44,2013 Q4 Asian Pop Age 45-49,2013 Q4 Asian Pop Age 50-54,2013 Q4 Asian Pop Age 55-59,2013 Q4 Asian Pop Age 60-64,2013 Q4 Asian Pop Age 65-69,2013 Q4 Asian Pop Age 70-74,2013 Q4 Asian Pop Age 75-79,2013 Q4 Asian Pop Age 80-84,2013 Q4 Asian Pop Age 85+,2013 Q4 Hispanic Pop Age 0-4,2013 Q4 Hispanic Pop Age 5-9 ,2013 Q4 Hispanic Pop Age 10-14,2013 Q4 Hispanic Pop Age 15-19 ,2013 Q4 Hispanic Pop Age 20-24,2013 Q4 Hispanic Pop Age 25-29 ,2013 Q4 Hispanic Pop Age 30-34,2013 Q4 Hispanic Pop Age 35-39 ,2013 Q4 Hispanic Pop Age 40-44,2013 Q4 Hispanic Pop Age 45-49 ,2013 Q4 Hispanic Pop Age 50-54,2013 Q4 Hispanic Pop Age 55-59 ,2013 Q4 Hispanic Pop Age 60-64,2013 Q4 Hispanic Pop Age 65-69,2013 Q4 Hispanic Pop Age 70-74,2013 Q4 Hispanic Pop Age 75-79,2013 Q4 Hispanic Pop Age 80-84,2013 Q4 Hispanic Pop Age 85+,2013 Q4 No High School Diploma,2013 Q4 High School Diploma,2013 Q4 Some College,2013 Q4 Bachelors Degree,2013 Q4 Advanced Degree
MINOT-BSMRK-DKN (687),"29,532","$871,842 ","98,037","15,702","7,742","6,900","17,531","8,344","2,666","1,425","1,625","1,550","25,826","25,508","24,326","25,048","26,439","27,470","25,391","22,137","21,546","24,372","28,262","28,407","24,396","18,503","13,837","11,198","8,991","10,824","7,549","14,289","21,132","32,364","30,541","23,916","24,791","6,940",53.2,52.8,"19,994","19,130","19,322","20,686","21,090","23,747","21,004","18,757","19,221","22,400","26,360","26,635","22,589","17,081","12,915","10,607","8,580","10,281",321,301,242,312,601,512,364,227,184,133,103,90,59,29,15,13,5,5,128,134,136,171,286,294,227,186,157,141,92,86,85,54,27,26,11,4,"1,239",961,729,818,"1,062",830,597,466,364,369,322,182,117,90,71,58,32,38,"28,979","77,935","97,022","46,695","14,703"
HNTVLE-DCTR(FL) (691),"48,171","$2,511,960 ","266,297","35,084","18,278","14,421","36,814","18,027","6,003","3,521","4,407","4,907","63,539","64,001","66,863","67,974","67,068","65,223","63,455","62,424","66,359","73,177","75,572","69,469","62,129","50,303","38,928","29,268","20,019","18,584","12,516","33,441","56,155","77,997","83,341","68,193","58,851","17,265",52.1,52,"46,949","48,733","52,509","53,611","48,554","50,018","50,434","51,182","55,628","62,290","64,698","59,724","53,938","43,913","34,053","25,558","17,112","14,901","9,943","9,927","10,842","12,106","12,370","11,934","10,866","9,795","9,488","9,745","9,647","8,353","6,581","4,531","3,012","2,052","1,389","1,338",840,934,892,755,833,"1,010","1,110","1,115","1,023",975,934,780,673,408,253,152,103,51,"9,450","7,415","5,624","5,247","6,636","7,322","6,294","4,923","3,440","2,530","1,777","1,260",734,468,324,206,121,90,"126,590","210,287","192,769","105,452","59,812"
MADISON (669),"53,715","$1,879,900 ","235,363","38,885","20,325","17,307","45,516","22,176","7,292","3,890","4,842","4,559","61,837","60,431","60,475","64,685","73,751","71,978","67,587","61,368","62,178","66,676","69,764","66,923","58,320","43,438","30,722","22,669","17,418","20,295","14,023","27,858","47,770","76,032","78,568","68,248","68,068","19,588",50.6,50.7,"49,779","50,874","52,155","56,293","61,660","64,638","60,766","55,538","57,701","62,940","66,765","64,387","56,196","41,678","29,510","21,893","16,873","19,347","3,956","3,717","3,707","3,700","3,352","3,198","3,244","2,971","2,504","2,255","1,896","1,504","1,050",625,380,244,161,148,"2,595","2,345","1,908","2,165","3,673","3,610","3,196","2,600","1,880","1,459","1,083",864,687,466,337,193,118,92,"6,909","6,254","4,974","4,505","4,926","5,413","5,262","4,281","3,036","2,166","1,663","1,033",736,415,245,175,110,87,"55,614","195,151","192,792","131,871","83,908"
FT SMH-FY-SP-RG (670),"37,305","$2,079,154 ","220,678","26,097","12,807","9,945","23,757","10,512","3,436","1,734","2,226","2,333","57,789","59,361","59,104","57,124","58,452","57,909","56,578","53,681","52,859","54,051","53,546","49,147","44,385","36,206","27,516","20,259","14,054","14,437","9,664","23,103","39,883","55,462","60,576","56,904","52,963","14,970",50.3,50.6,"46,762","48,438","48,551","48,163","47,930","50,694","49,508","48,212","48,241","50,302","49,681","45,443","41,279","32,941","24,596","18,331","12,579","12,511","2,256","2,160","2,138","2,228","2,241","2,260","2,057","1,794","1,614","1,562","1,303","1,033",706,443,264,186,145,142,"1,646","1,649","1,468","1,481","1,772","2,039","2,177","1,933","1,549","1,237","1,142",829,621,360,235,145,87,53,"13,829","12,685","10,853","9,497","8,662","9,152","8,930","8,067","6,475","4,948","3,659","2,354","1,455",856,496,293,163,116,"95,711","173,755","148,427","77,602","39,133"
TULSA (671),"69,160","$3,432,128 ","371,543","45,741","22,994","17,759","45,136","21,362","7,405","4,278","5,291","6,778","92,630","94,976","96,066","95,124","90,880","90,671","88,947","85,113","85,695","90,448","96,511","93,178","84,432","68,554","51,736","38,391","27,506","28,167","19,137","44,927","76,022","105,921","105,348","90,959","82,425","23,548",52.3,52.1,"55,883","58,074","59,706","61,345","57,000","64,723","63,231","63,373","66,475","75,329","79,522","74,932","67,878","53,839","40,320","31,176","22,685","22,178","7,883","8,118","8,228","8,875","7,373","7,246","7,093","6,532","6,209","6,528","6,688","5,633","4,345","3,006","2,094","1,536","1,096",986,"1,639","1,587","1,518","1,698","1,705","1,839","1,739","1,835","1,624","1,375","1,161",962,746,475,358,216,120,66,"14,413","12,371","9,800","9,066","9,449","9,791","9,179","7,711","6,163","4,932","3,659","2,363","1,618","1,044",647,449,296,243,"127,947","296,747","294,171","145,133","65,351"
COLUMBUS-TUP-WP (673),"22,000","$1,083,621 ","146,124","14,838","6,970","5,024","11,930","4,776","1,278",714,857,817,"32,848","32,616","33,052","34,686","38,047","33,465","29,997","28,966","29,726","31,743","33,077","31,647","29,101","23,583","18,399","13,888","9,980","10,025","6,697","16,246","26,621","36,352","36,770","31,392","29,297","9,953",52.1,51.8,"19,651","19,980","20,433","21,366","24,329","21,783","19,574","19,590","20,562","22,228","23,023","22,431","21,826","18,454","14,540","11,064","7,862","7,311","11,815","11,806","12,059","12,827","12,530","10,939","9,818","9,011","8,901","9,333","9,898","9,058","7,096","4,791","3,548","2,426","1,731","1,740",231,180,169,189,314,430,347,283,212,174,146,125,88,63,42,28,17,15,"1,543","1,211",856,"1,004","1,254","1,241","1,029",841,671,475,360,274,197,136,106,65,53,36,"70,424","104,359","91,728","35,599","21,487"
MEMPHIS (640),"83,532","$3,583,453 ","478,642","54,002","26,332","21,224","53,687","26,381","9,042","5,459","7,091","9,173","126,562","126,231","130,736","134,138","130,968","124,629","121,651","117,351","118,849","123,997","126,724","119,825","105,236","79,401","56,664","40,754","28,724","29,346","19,710","46,902","85,142","132,467","138,956","123,429","111,078","33,349",50.6,50.6,"57,366","58,647","60,787","62,954","63,299","63,423","62,693","62,686","66,177","71,912","74,991","72,659","67,590","53,549","38,741","28,027","19,805","19,518","60,591","62,260","65,941","68,141","61,056","56,414","55,054","51,215","49,941","49,943","49,921","45,396","35,747","23,470","15,677","10,983","7,652","7,542","2,270","2,267","1,969","1,693","1,746","2,379","2,780","2,961","2,520","2,061","1,684","1,485","1,167",825,515,299,159,117,"11,018","8,736","6,882","6,249","8,184","9,436","8,678","6,924","5,180","3,803","2,830","1,884","1,175",717,429,305,189,166,"212,253","377,216","340,470","170,152","93,060"
SAN ANTONIO (641),"107,065","$5,664,761 ","587,143","81,547","40,820","33,624","85,173","44,253","15,609","9,057","12,010","15,548","182,465","188,389","191,277","192,139","188,113","184,309","175,471","168,075","167,678","171,928","170,249","156,320","138,897","108,204","78,561","58,181","42,111","43,656","27,764","64,535","111,883","166,931","183,136","169,816","155,499","45,220",50,50.4,"154,414","164,463","167,242","165,530","153,688","160,548","154,930","149,913","149,941","154,465","153,976","141,973","126,928","97,956","71,133","53,043","38,354","38,874","12,463","12,996","13,837","14,950","13,618","13,084","12,259","11,457","11,999","12,696","11,759","9,616","7,112","4,919","3,351","2,497","1,743","1,646","3,365","3,508","3,326","3,551","4,109","5,049","5,211","4,956","4,553","4,126","3,626","3,059","2,435","1,645","1,047",753,406,250,"125,904","129,742","127,583","123,851","113,776","109,788","101,435","99,779","93,308","91,387","80,776","67,846","55,749","38,377","27,937","21,179","15,336","12,268","312,832","432,302","507,546","268,772","142,188"
LAFAYETTE  LA (642),"31,176","$1,186,245 ","163,822","21,535","10,047","8,277","19,609","8,421","2,458","1,331","1,647","1,637","44,604","44,425","44,491","43,371","45,026","44,586","42,060","37,668","37,920","41,225","44,054","41,172","34,873","26,239","19,809","14,873","10,715","10,190","6,848","17,533","29,326","45,551","48,274","40,215","39,418","11,619",50.8,50.8,"27,566","27,942","28,397","27,908","29,535","30,542","29,145","27,182","27,564","30,245","32,672","31,043","26,480","19,706","15,034","11,430","8,364","7,517","14,834","14,967","14,857","14,650","13,942","12,668","11,582","9,494","9,766","10,478","10,894","9,611","7,662","5,445","3,870","2,704","1,775","1,537",529,627,597,527,627,744,712,646,557,498,482,446,326,216,109,77,27,26,"1,898","1,570","1,406","1,420","1,926","2,007","1,762","1,474","1,171","1,035",947,609,433,315,226,162,116,74,"89,718","150,830","91,976","52,082","20,778"
LAKE CHARLES (643),"11,784","$697,932 ","67,584","8,842","4,499","3,447","8,278","3,771","1,099",545,687,587,"17,899","17,793","18,040","17,790","18,225","18,333","17,724","16,251","16,201","17,263","18,573","17,599","15,367","11,936","8,998","6,721","4,754","4,362","2,909","7,751","13,115","19,297","19,605","16,415","15,648","4,599",51.6,51.4,"12,173","12,182","12,568","12,713","12,677","13,120","12,724","11,992","12,238","13,214","14,254","13,698","12,106","9,358","7,005","5,219","3,723","3,184","4,736","4,834","4,848","4,720","4,450","4,601","4,460","3,811","3,674","3,856","4,090","3,674","2,911","2,014","1,429","1,100",727,554,187,179,165,155,251,251,261,236,206,170,156,135,105,77,41,27,12,6,824,710,613,574,574,647,516,461,449,457,359,259,174,134,95,65,43,21,"31,714","65,355","46,940","21,654","8,419"
ALEXANDRIA  LA (644),"12,012","$700,931 ","72,630","7,768","3,837","2,859","6,750","2,808",703,428,528,517,"18,545","18,556","18,402","17,827","18,315","18,886","18,490","16,927","16,351","17,104","17,479","16,627","14,820","11,894","9,148","6,799","4,784","4,542","2,971","7,727","13,091","18,398","19,001","17,008","16,122","4,510",51.2,51.2,"11,995","12,048","11,991","11,761","11,947","12,940","12,462","11,909","11,652","12,406","12,900","12,239","11,177","9,183","7,090","5,279","3,639","3,235","5,521","5,709","5,532","5,497","5,161","5,327","5,296","4,450","4,285","4,350","4,270","3,963","3,091","2,159","1,488","1,018",720,695,184,191,155,148,248,262,283,281,243,185,167,197,174,114,71,36,36,19,"1,204",865,743,776,"1,116","1,122",893,739,591,468,389,252,234,132,103,70,57,41,"34,444","64,407","47,211","18,847","8,942"
GREENWD-GREENVL (647),"9,308","$478,866 ","57,207","4,470","2,092","1,670","3,899","1,573",480,244,288,367,"13,949","13,726","13,678","14,229","14,766","13,906","13,048","11,842","11,686","12,461","13,362","13,261","11,808","9,122","6,730","4,808","3,581","3,749","2,472","5,606","9,841","14,494","13,803","11,490","11,001","3,583",52.3,51.8,"3,483","3,548","3,534","3,565","4,155","4,288","4,228","4,090","4,161","4,668","5,048","5,463","5,402","4,618","3,580","2,696","2,062","2,018","10,115","9,896","9,967","10,541","10,280","9,395","8,633","7,570","7,431","7,721","8,218","7,696","6,315","4,379","2,977","1,981","1,416","1,536",70,68,52,57,55,100,81,115,84,71,75,62,54,42,37,25,23,16,432,318,282,254,507,509,473,347,274,254,167,111,99,61,44,25,21,20,"36,149","39,100","33,123","13,995","6,997"
CHAMPGN&SPR-DEC (648),"52,933","$2,259,190 ","246,059","37,194","18,832","15,064","39,254","18,622","5,944","3,357","4,033","4,384","60,294","58,024","58,731","68,164","80,578","69,745","60,545","55,467","55,302","60,393","66,579","65,579","58,932","45,663","34,377","26,413","20,555","24,013","16,410","32,660","51,706","75,810","73,053","60,291","61,759","21,054",52.3,51.9,"45,722","46,180","47,934","55,134","63,397","57,842","50,543","47,255","48,617","54,406","60,769","60,424","54,639","42,463","32,176","24,924","19,534","22,382","7,875","7,767","7,433","8,892","8,531","7,075","6,413","5,710","5,132","4,850","4,886","4,259","3,279","2,150","1,394",939,654,663,"1,727","1,404","1,079","2,069","4,747","4,156","3,090","2,120","1,457","1,128",903,813,680,452,295,182,106,102,"3,684","3,206","2,714","3,493","4,402","3,066","2,683","2,245","1,617","1,316","1,146",772,534,282,179,154,101,100,"69,185","214,511","194,298","99,593","65,976"
EVANSVILLE (649),"35,019","$1,637,684 ","199,300","27,252","13,402","10,360","25,381","10,923","3,132","1,632","1,976","1,943","45,874","46,948","47,579","47,971","46,816","45,106","44,920","43,610","45,119","49,837","54,771","53,329","47,488","37,086","28,047","21,214","16,048","17,410","11,696","25,355","41,082","59,727","58,577","46,721","40,409","11,734",53.3,53,"40,533","41,354","42,598","43,576","41,461","41,456","41,586","40,686","42,382","47,138","52,091","50,974","45,505","35,524","26,635","20,256","15,210","15,970","2,775","2,729","2,883","3,138","3,019","2,681","2,502","2,246","2,222","2,339","2,356","2,060","1,616","1,105",821,532,418,435,416,528,422,327,359,415,513,491,451,359,321,271,216,121,84,57,24,17,"2,593","2,108","1,523","1,412","1,607","1,597","1,413","1,171",872,698,516,356,247,146,125,100,63,48,"72,752","194,950","148,989","55,373","31,921"
OKLAHOMA CITY (650),"94,464","$3,807,649 ","487,602","62,746","31,331","24,818","62,524","29,590","9,730","5,565","7,000","8,909","130,849","128,831","124,265","125,398","141,238","140,781","130,359","117,099","111,628","116,462","123,923","118,526","104,479","81,490","61,064","45,911","33,214","34,635","23,929","54,893","91,562","134,810","137,250","123,521","127,170","36,680",50.6,50.7,"90,232","88,421","86,226","89,322","101,920","112,858","101,364","92,503","91,614","100,813","107,345","101,173","88,429","67,945","51,111","39,331","28,688","28,839","12,704","12,392","12,362","13,337","13,408","13,370","12,138","10,501","9,728","10,288","10,253","8,710","6,406","4,310","2,965","2,094","1,372","1,353","2,803","2,920","2,688","2,921","4,242","4,699","4,162","3,903","3,428","2,924","2,599","2,437","1,900","1,248",798,510,297,180,"25,866","22,919","19,132","17,663","19,091","18,827","16,684","13,781","11,410","9,459","7,028","4,914","3,236","2,150","1,365",924,532,403,"164,192","368,508","374,587","205,470","106,814"
LUBBOCK (651),"21,808","$680,237 ","114,353","12,702","6,416","5,062","13,603","6,662","2,329","1,350","1,811","2,176","33,924","32,937","31,557","34,697","43,758","38,339","31,123","26,309","24,751","26,231","27,365","25,870","21,880","17,206","13,336","10,700","7,827","7,869","5,358","12,705","19,461","28,492","30,118","27,118","32,071","11,141",49.3,49.6,"28,191","28,122","27,208","30,045","37,127","34,418","27,828","23,644","22,587","23,975","25,147","24,013","20,399","16,015","12,558","10,148","7,390","7,354","2,572","2,741","2,383","2,741","3,026","2,589","2,080","1,788","1,634","1,860","1,804","1,456","1,108",802,568,426,325,286,454,439,373,434,956,918,806,656,465,371,341,256,230,162,102,60,26,21,"18,829","17,712","16,363","16,411","16,302","14,417","12,448","10,856","10,582","10,921","9,439","7,417","5,611","3,735","2,812","2,021","1,222",815,"60,441","77,465","78,827","41,947","20,126"
OMAHA (652),"56,768","$2,392,268 ","255,496","40,151","20,925","17,690","47,755","24,304","8,305","4,845","6,067","6,961","77,909","79,594","77,547","75,359","71,179","76,212","76,506","70,829","69,080","73,456","76,846","72,429","62,878","46,712","33,778","26,013","19,977","23,315","15,859","31,636","51,299","81,107","85,493","75,938","72,513","18,654",50.7,51,"62,813","64,945","64,416","64,108","59,857","66,930","67,884","63,293","62,730","67,514","71,206","67,470","58,512","43,257","31,362","24,300","18,748","21,751","7,010","6,701","6,418","6,569","5,655","5,709","5,485","4,977","4,587","4,588","4,468","3,766","2,856","1,899","1,363",985,639,552,"1,828","1,698","1,559","1,432","1,746","2,230","2,197","1,935","1,558","1,251","1,011",823,663,417,258,174,100,51,"14,543","12,969","10,440","9,275","9,106","9,892","9,335","8,037","6,365","4,786","3,449","2,310","1,588",907,601,446,254,205,"72,140","209,339","234,174","143,786","68,592"
PANAMA CITY (656),"22,173","$900,320 ","100,977","11,137","5,478","4,337","11,073","5,464","1,802","1,024","1,371","1,474","21,463","21,288","21,282","21,389","23,568","25,006","24,410","23,539","24,413","26,822","28,259","26,472","24,342","20,373","15,783","11,574","7,997","7,670","4,931","12,861","21,901","28,442","28,307","22,416","19,734","5,545",53.6,53.1,"16,481","16,215","16,497","17,148","17,726","19,406","19,188","18,955","20,352","22,732","24,288","22,892","21,596","18,317","14,087","10,160","6,928","6,154","2,994","3,045","3,119","3,394","3,788","4,448","4,175","3,902","3,567","3,677","3,530","2,994","2,138","1,403","1,074",822,597,658,239,246,285,295,389,392,422,378,387,372,383,355,303,205,130,95,58,40,"1,903","1,395","1,200","1,374","1,791","2,118","1,743","1,491","1,312","1,124",832,617,421,258,210,152,99,85,"44,954","89,153","81,654","33,189","17,710"
SHERMAN-ADA (657),"17,006","$856,623 ","96,501","10,292","5,113","3,609","9,042","3,813","1,181",589,774,854,"21,630","22,135","22,411","22,390","22,293","20,932","19,674","18,999","19,415","21,253","23,149","22,477","20,961","17,966","14,157","10,747","7,556","7,335","4,917","12,392","20,149","25,643","24,797","20,155","18,095","5,620",53.9,53.3,"14,971","15,278","16,088","16,890","16,286","16,369","15,155","15,486","16,432","18,940","20,463","19,512","18,185","15,701","12,211","9,181","6,338","5,931","1,148","1,217","1,293","1,332","1,244","1,126","1,028",945,903,"1,098","1,165",977,752,514,379,285,228,194,181,164,150,229,251,200,212,241,197,178,193,155,80,52,57,23,7,11,"3,589","3,145","2,776","2,554","2,434","2,354","2,134","1,836","1,635","1,313","1,021",659,481,301,207,143,99,56,"37,223","80,891","63,997","27,991","14,519"
BEAUMNT-PRT ART (692),"19,490","$1,251,520 ","116,605","14,484","7,315","5,890","14,904","6,771","2,099","1,199","1,470","1,568","29,990","30,147","30,496","31,188","31,479","31,175","30,306","28,251","28,286","30,614","33,059","31,360","27,188","21,175","15,943","12,394","9,327","9,173","6,104","14,512","22,919","33,704","33,973","27,651","25,723","7,719",52.4,52.1,"19,403","19,737","20,493","20,914","20,664","21,658","21,307","20,150","20,634","22,859","24,950","24,139","21,285","16,902","12,788","10,079","7,626","7,184","7,749","8,023","8,161","8,884","8,181","7,995","7,756","6,972","6,745","6,993","7,380","6,565","5,253","3,714","2,686","1,999","1,447","1,433",653,801,799,877,824,904,845,915,857,751,721,574,409,253,151,107,66,66,"6,037","5,529","5,016","4,883","5,252","5,627","5,014","4,542","3,611","3,271","2,582","1,900","1,297",846,579,459,292,249,"51,522","114,162","95,175","33,414","13,978"
LITL RCK-PN BLF (693),"76,443","$3,820,204 ","407,173","45,690","22,354","17,295","42,076","19,129","6,273","3,509","4,458","5,579","92,939","92,456","93,696","94,254","99,416","96,914","92,774","88,727","88,309","93,943","98,828","95,511","88,495","72,086","54,838","40,980","29,012","29,581","19,995","47,675","80,370","110,127","109,090","94,519","86,546","25,214",52.4,52.1,"63,959","64,876","66,658","68,110","70,019","72,064","69,511","68,335","69,848","75,797","79,993","77,840","74,386","62,065","47,456","35,414","24,772","23,884","21,779","22,319","22,798","22,762","22,329","21,665","20,715","18,221","16,813","17,043","17,743","16,436","12,737","8,235","5,454","3,847","2,797","3,065","1,111","1,173","1,010","1,098","1,318","1,535","1,541","1,497","1,254",990,952,859,665,426,247,167,92,75,"9,019","7,503","5,952","5,818","6,972","7,178","6,469","5,235","4,066","3,070","2,284","1,536","1,136",630,446,282,190,140,"150,584","334,459","277,965","136,323","70,667"
MONTGOMERY(SEL) (698),"32,626","$1,442,092 ","177,730","20,130","9,711","7,851","19,211","9,369","3,110","1,745","2,122","2,745","42,521","41,354","42,775","46,762","48,944","43,973","40,549","39,485","39,957","42,337","44,616","43,016","38,881","31,105","23,507","17,512","12,334","12,296","8,252","20,372","34,616","48,861","48,913","42,003","38,230","12,477",52,51.7,"18,555","18,949","19,726","20,851","21,499","20,583","19,873","20,412","21,979","24,136","25,771","25,393","24,517","20,543","15,694","11,788","8,325","8,025","20,980","20,778","21,960","24,494","25,009","21,936","19,613","18,166","17,190","17,607","18,321","17,065","13,960","10,012","7,183","5,162","3,505","3,538",553,621,534,499,518,699,740,805,745,570,470,361,293,204,108,62,47,14,"2,286","1,702","1,163","1,336","2,141","2,234","1,710","1,267",957,740,558,395,270,203,138,105,74,54,"79,837","138,223","115,882","60,131","35,495"
LA CRSS-EAU CLR (702),"33,409","$1,428,477 ","153,609","23,273","11,801","9,304","23,533","10,321","2,915","1,525","1,753","1,515","37,915","37,123","37,290","43,386","50,893","43,024","36,326","32,723","34,400","38,811","42,799","41,938","37,434","28,784","21,324","16,282","12,752","15,069","10,250","19,934","31,790","47,306","46,020","35,752","35,935","12,562",52.7,52.3,"33,598","34,131","34,723","39,998","45,422","40,624","34,265","31,234","33,210","37,794","41,982","41,210","36,790","28,168","20,840","15,940","12,438","14,403",606,558,571,661,749,708,663,548,463,422,347,242,121,51,22,20,16,8,"1,301","1,172","1,147","1,689","2,052","1,285",834,655,628,542,395,364,284,159,103,75,49,58,"2,011","1,545","1,269","1,257","1,676","1,433","1,094",890,593,488,378,246,191,129,61,68,23,36,"41,723","143,976","124,682","60,142","31,143"
