Area Name,2013 Q4 Total businesses,2013 Q4 Households with Net Asset Value Up to 25K,2013 Q4 Households with Net Asset Value 25K to 50K,2013 Q4 Households with Net Asset Value 50K to 75K,2013 Q4 Households with Net Asset Value 100K to 250K,2013 Q4 Households with Net Asset Value 75K to 100K,2013 Q4 Male Age 15-19 ,2013 Q4 Male Age 20-24,2013 Q4 Male Age 25-29 ,2013 Q4 Male Age 30-34,2013 Q4 Male Age 35-39 ,2013 Q4 Male Age 40-44 ,2013 Q4 Male Age 45-49,2013 Q4 Male Age 50-54,2013 Q4 Male Age 55-59 ,2013 Q4 Male Age 60-64,2013 Q4 Male Age 65-69 ,2013 Q4 Female Age 20-24,2013 Q4 Female Age 15-19 ,2013 Q4 Female Age 25-29 ,2013 Q4 Female Age 30-34,2013 Q4 Female Age 35-39 ,2013 Q4 Female Age 40-44,2013 Q4 Female Age 45-49 ,2013 Q4 Female Age 50-54,2013 Q4 Female Age 55-59,2013 Q4 Female Age 60-64 ,2013 Q4 Female Age 65-69,2013 Q4 Average HH Income Age15-24,2013 Q4 Average HH Income Age 25-34,2013 Q4 Average HH Income Age 35-44,2013 Q4 Average HH Income Age 45-54,2013 Q4 Average HH Income Age 55-64,2013 Q4 Average HH Income Age 65-74,2013 Q4 HHs Age 15-24 Income 20k-25k,2013 Q4 HHs Age 15-24 Income 15k-20k,2013 Q4 HHs Age 15-24 Income 25k-30k,2013 Q4 HHs Age 15-24 Income 30k-35k,2013 Q4 HHs Age 15-24 Income 35k-40k,2013 Q4 HHs Age 15-24 Income 45k-50k ,2013 Q4 HHs Age 15-24 Income 40k-45k,2013 Q4 HHs Age 15-24 Income 50k-60k,2013 Q4 HHs Age 15-24 Income 60k-75k,2013 Q4 HHs Age 15-24 Income 75k-100k,2013 Q4 HHs Age 15-24 Income 100k-125k,2013 Q4 HHs Age 15-24 Income 125k-150k,2013 Q4 HHs Age 15-24 Income 10k-15k,2013 Q4 HHs Age 15-24 Income 150k-200k,2013 Q4 HHs Age 15-24 Income Above 200k,2013 Q4 Median White Pop Age,2013 Q4 Median African American Pop Age,2013 Q4 Median Asian Pop Age,2013 Q4 Owner Occupied HUs,2013 Q4 Renter Occupied HUs,2013 Q4 Vacant HUs,2013 Q4 Seasonal HUs,2013 Q4 Unemployed,2013 Q4 Male Unemployed,2013 Q4 Female Unemployed,2013 Q4 Pop,2013 Q4 HHs,2013 Q4 Group Quarters,2013 Q4 HUs,HH Growth 2013 Q4 To 2018 Q4,2013 Q4 Median HH Age,2013 Q4 Median HH Income,2013 Q4 Median HU Value,Pop Growth 2013 Q4 To 2018 Q4,2013 Q4 Pop Below Age 19,2013 Q4 Pop Age 20-64,2013 Q4 Pop Age 65+,2013 Q4 White ,2013 Q4 Black ,2013 Q4 Hispanic ,2013 Q4 Native American ,2013 Q4 Asian ,2013 Q4 Pacific Islander,2013 Q4 Two Or More Races,2013 Q4 Hispanic HHs,2013 Q4 White Households,2013 Q4 African American Households,2013 Q4 Asian Households,2018 Q4 Pop,2018 Q4 HHs,2018 Q4 Group Quarters,2018 Q4 HUs,2018 Q4 Median HH Age,2018 Q4 Median HH Income,2018 Q4 Median HU Value,2018 Q4 Pop Below Age 19,2018 Q4 Pop Age 20-64,2018 Q4 Pop Age 65+,2018 Q4 White ,2018 Q4 Black ,2018 Q4 Hispanic ,2018 Q4 Native American ,2018 Q4 Asian ,2018 Q4 Pacific Islander ,2018 Q4 Two Or More Races,2018 Q4 Hispanic HHs,2018 Q4 White Households,2018 Q4 African American Households,2018 Q4 Asian Households,2010 Census Pop,2010 Census HHs ,2010 Census Group Quarters,2010 Census HUs,HH Growth 2010 Census To 2013 Q4,2010 Census Median HH Age,2010 Census Median HH Income,2010 Census Median HU Value,Pop Growth 2010 Census To 2013 Q4,2010 Census Pop Age Below 19,2010 Census Pop Age 20-64,2010 Census Pop Age 65+,2010 Census White ,2010 Census Black ,2010 Census Hispanic ,2010 Census Native American ,2010 Census Asian ,2010 Census Pacific Islander ,2010 Census Two Or More Races,2010 Census Hispanic HHs,2010 Census White Households,2010 Census African American Households,2010 Census Asian Households,2000 Census Pop,2000 Census HHs ,2000 Census Group Quarters,2013 Q4 HUs,2013 Q4 Owner Occupied HUs,2013 Q4 Renter Occupied HUs,2013 Q4 HU Value Less Than 100k,2013 Q4 HU Value 100k-200k,2013 Q4 HU Value 200k-300k,2013 Q4 HU Value 300k-400k,2013 Q4 HU Value 400k-500k ,2013 Q4 HU Value 500k-1mil,2013 Q4 HU Value Above 1mil,2018 Q4 HUs,2018 Q4 Owner Occupied HUs,2018 Q4 Renter Occupied HUs,2018 Q4 HU Value Less Than 100k,2018 Q4 HU Value 100k-200k,2018 Q4 HU Value 200k-300k,2018 Q4 HU Value 300k-400k,2018 Q4 HU Value 400k-500k ,2018 Q4 HU Value 500k-1mil,2018 Q4 HU Value Above 1mil,2010 Census HUs,2010 Census Owner Occupied HUs,2010 Census Renter Occupied HUs,2010 Census HU Value Less Than 100k,2010 Census HU Value 100k-200k,2010 Census HU Value 200k-300k,2010 Census HU Value 300k-400k,2010 Census HU Value 400k-500k ,2010 Census HU Value 500k-1mil,2010 Census HU Value Above 1mil
TULSA (671),"69,160","371,543","45,741","22,994","45,136","17,759","49,093","46,293","45,574","44,602","42,652","42,953","44,991","47,252","45,194","40,579","32,512","44,587","46,031","45,097","44,345","42,461","42,742","45,457","49,259","47,984","43,853","36,042","$56,307 ","$55,746 ","$59,239 ","$61,030 ","$61,671 ","$60,940 ","1,601","1,590","1,604","1,376","1,300","1,050","1,232","1,948","2,181","2,462","1,483",731,"1,663",525,512,41.9,31.4,31,"374,887","173,400","81,273","16,325","38,571","20,430","18,141","1,399,025","548,287","29,889","629,560",2%,52.3,"$44,086 ","$121,884 ",2%,378796,805875,214354,"1,017,669","99,469","103,194","167,366","20,663","1,141","92,717","26,291","421,713","38,661","7,095","1,425,667","558,842","29,889","639,080",53.5,"$44,640 ","$122,420 ",372702,802759,250206,"1,037,572","101,759","105,831","169,570","21,255","1,164","94,347","26,984","429,541","39,364","7,212","1,378,768","540,261","29,889","621,411",1%,51.2,"$42,454 ","$122,754 ",1%,382970,801347,194451,"1,003,483","97,344","96,976","167,036","19,801",851,"90,253","24,662","416,698","37,488","6,682","1,280,821","501,712","27,708","629,560","374,887","173,400","157,051","138,881","43,613","17,154","6,464","8,824","2,900","639,080","381,502","177,340","158,941","141,881","44,564","17,607","6,591","8,973","2,945","621,411","370,541","169,720","152,685","143,207","45,251","15,098","5,620","6,423","2,257"
GREEN BAY-APLTN (658),"57,977","269,153","48,248","24,372","51,959","20,573","38,369","36,124","35,358","35,719","34,069","36,434","41,447","44,070","41,305","35,306","26,415","34,363","36,410","33,720","33,557","32,131","35,088","40,478","43,362","40,763","35,411","27,699","$60,099 ","$59,730 ","$63,709 ","$65,387 ","$64,783 ","$63,473 ","1,177","1,109","1,019","1,064",990,835,927,"1,620","2,140","2,448","1,273",570,"1,051",401,317,41.7,26.5,23.7,"329,008","127,655","74,788","43,886","41,985","24,224","17,761","1,130,288","456,663","28,691","531,451",2%,52.7,"$51,541 ","$154,811 ",2%,285097,668705,176486,"1,054,160","15,409","48,590","22,185","22,511",487,"15,536","11,720","435,836","4,377","5,561","1,149,073","464,278","28,691","536,856",54.3,"$52,304 ","$155,247 ",280646,660975,207452,"1,071,119","15,812","49,747","22,718","23,070",499,"15,855","11,995","443,166","4,347","5,656","1,117,677","451,433","29,017","526,884",1%,51.1,"$48,987 ","$154,284 ",1%,290734,665760,161183,"1,045,160","13,947","45,666","22,090","21,372",404,"14,704","10,962","432,517","3,449","5,102","1,057,064","409,159","29,985","531,451","329,008","127,655","76,614","160,348","56,150","19,737","7,827","6,498","1,834","536,856","334,250","130,028","76,885","163,339","57,314","20,164","8,007","6,663","1,878","526,884","325,074","126,359","74,562","162,064","57,001","18,001","7,045","5,445",956
NASHVILLE (659),"130,744","704,469","93,705","46,656","90,889","37,195","91,983","94,261","95,513","93,834","90,314","90,998","93,412","92,745","85,083","75,279","58,316","91,029","86,748","96,187","95,879","91,907","92,371","96,479","97,866","91,345","81,616","64,555","$58,335 ","$58,014 ","$62,604 ","$64,440 ","$64,223 ","$62,568 ","2,938","3,324","2,923","2,752","2,409","2,169","2,629","3,834","4,227","5,200","2,774","1,268","2,907","1,388","1,222",38.7,31.6,32.4,"722,127","341,180","91,452","17,806","100,779","54,051","46,728","2,740,830","1,063,307","62,639","1,154,759",6%,50.4,"$45,705 ","$156,571 ",6%,729560,1646118,365152,"2,269,363","355,005","164,697","12,629","49,775","3,113","50,945","41,520","896,418","133,752","15,538","2,903,623","1,127,008","62,639","1,222,768",51.8,"$46,428 ","$157,850 ",757871,1691102,454650,"2,396,293","382,083","176,529","13,412","53,931","3,368","54,536","44,577","947,656","143,663","16,715","2,630,315","1,020,082","62,655","1,134,647",4%,49.3,"$43,956 ","$156,782 ",4%,716180,1596512,317623,"2,187,845","334,580","152,622","11,815","45,667","2,732","47,676","38,220","864,714","125,458","13,918","2,253,007","872,531","57,738","1,154,759","722,127","341,180","196,268","291,304","116,385","54,587","22,310","31,126","10,147","1,222,768","763,388","363,620","202,742","309,336","124,254","58,487","24,080","33,591","10,898","1,134,647","694,935","325,147","181,451","292,370","114,793","49,776","24,047","24,684","7,814"
LAKE CHARLES (643),"11,784","67,584","8,842","4,499","8,278","3,447","9,112","9,279","9,353","9,200","8,431","8,291","8,681","9,198","8,676","7,509","5,642","8,946","8,678","8,980","8,524","7,820","7,910","8,582","9,375","8,923","7,858","6,294","$57,852 ","$57,314 ","$60,071 ","$61,075 ","$60,984 ","$60,657 ",341,308,322,225,252,129,199,383,397,504,271,143,334,173,107,38.7,32.3,32.3,"70,870","28,469","14,533","2,466","7,566","4,666","2,900","263,829","99,339","9,296","113,872",1%,51.6,"$41,951 ","$118,628 ",1%,71522,155536,36771,"194,148","60,489","6,975","2,091","2,620",137,"4,344","2,078","75,525","20,951",808,"267,080","100,606","9,296","117,948",52.9,"$42,148 ","$118,639 ",70190,153235,43655,"196,529","61,249","7,071","2,102","2,654",140,"4,406","2,100","76,466","21,242",812,"261,025","98,246","9,296","110,424",1%,50.8,"$40,917 ","$112,658 ",1%,73184,154684,33157,"192,880","59,292","6,444","1,997","2,518",116,"4,222","1,920","75,064","20,492",755,"251,983","92,408","9,232","113,872","70,870","28,469","31,105","23,244","9,910","2,986","1,157","2,329",139,"117,948","71,647","28,959","31,447","23,480","10,019","3,028","1,177","2,354",142,"110,424","70,386","27,860","32,091","24,506","9,471","2,398",793,735,392
ALEXANDRIA  LA (644),"12,012","72,630","7,768","3,837","6,750","2,859","9,276","9,643","9,902","9,727","8,818","8,380","8,549","8,605","8,051","7,131","5,605","8,672","8,551","8,984","8,763","8,109","7,971","8,555","8,874","8,576","7,689","6,289","$48,490 ","$49,927 ","$50,671 ","$50,705 ","$50,686 ","$50,787 ",298,356,321,289,255,224,234,340,318,500,256,104,414,81,26,38.3,31.4,35.5,"65,148","33,680","13,005","2,557","7,215","3,823","3,392","265,496","98,828","14,282","111,833",1%,51.2,"$37,555 ","$103,059 ",1%,73330,154999,37167,"185,853","68,532","9,795","2,847","2,994",310,"4,960","2,507","72,599","22,839",962,"268,077","99,806","14,282","113,237",52.3,"$36,901 ","$103,131 ",71688,153266,43123,"187,745","69,018","10,005","2,882","3,061",322,"5,049","2,576","73,260","23,068",981,"263,219","97,962","14,282","110,605",1%,50.5,"$39,791 ","$105,432 ",1%,74680,154630,33909,"184,840","67,609","9,061","2,780","2,805",336,"4,849","2,287","72,323","22,426",883,"251,842","92,066","10,085","111,833","65,148","33,680","31,883","22,589","7,474","1,881",269,440,612,"113,237","65,447","34,359","32,014","22,662","7,545","1,891",269,445,621,"110,605","65,185","32,777","31,379","22,341","7,877","2,234",265,874,215
GREENWD-GREENVL (647),"9,308","57,207","4,470","2,092","3,899","1,670","7,251","7,597","7,274","6,729","5,963","5,781","6,102","6,389","6,288","5,562","4,217","7,169","6,978","6,632","6,319","5,879","5,905","6,359","6,973","6,973","6,246","4,905","$38,153 ","$39,585 ","$40,718 ","$40,413 ","$41,474 ","$42,038 ",302,357,243,241,175,96,176,207,213,200,99,48,450,60,30,45.3,31.6,37.6,"43,712","28,578","12,535","1,877","10,153","5,104","5,049","199,712","72,290","11,462","84,825",-4%,52.3,"$26,958 ","$69,950 ",-4%,55582,116140,27990,"70,607","126,067","4,198",507,"1,087",70,"1,374",932,"28,535","42,768",358,"192,223","69,432","11,462","84,833",53.3,"$27,392 ","$69,953 ",51457,109249,31517,"68,044","121,261","4,037",487,"1,044",66,"1,321",905,"27,443","41,042",352,"206,730","74,464","12,778","84,820",-3%,52.3,"$26,057 ","$71,031 ",-3%,59390,121030,26310,"72,650","131,317","4,026",473,"1,032",61,"1,197",862,"29,451","44,189",329,"238,978","81,886","6,758","84,825","43,712","28,578","31,245","8,499","2,291",927,268,375,107,"84,833","41,895","27,537","29,945","8,161","2,192",879,250,364,104,"84,820","45,256","29,208","31,856","8,975","2,848",933,235,320,89
EVANSVILLE (649),"35,019","199,300","27,252","13,402","25,381","10,360","24,487","23,628","22,821","22,746","21,894","22,744","24,872","27,024","26,280","23,159","17,726","23,188","23,484","22,285","22,174","21,716","22,375","24,965","27,747","27,049","24,329","19,360","$54,911 ","$54,989 ","$57,515 ","$58,861 ","$59,128 ","$58,389 ",745,830,687,746,624,529,611,984,"1,271","1,424",718,318,867,198,177,41.1,31.4,32.2,"212,809","82,492","30,439","3,100","27,333","16,081","11,252","739,173","295,301","22,022","325,740",1%,53.3,"$45,205 ","$102,145 ",1%,188372,430996,119805,"684,935","35,877","16,595","1,720","5,392",459,"10,790","4,032","277,286","13,176","1,763","743,872","297,208","22,022","327,265",54.8,"$45,942 ","$102,228 ",184609,420467,138796,"689,147","36,188","16,759","1,732","5,460",465,"10,880","4,072","279,135","13,259","1,764","735,813","294,000","21,876","324,417",0%,52.1,"$42,758 ","$104,948 ",0%,192829,432658,110326,"683,506","34,777","15,760","1,592","5,159",405,"10,374","3,785","277,223","12,483","1,550","713,830","282,330","18,111","325,740","212,809","82,492","104,812","74,254","21,668","7,068","2,208","1,985",814,"327,265","213,804","83,404","105,240","74,596","21,812","7,109","2,234","1,999",814,"324,417","212,634","81,366","102,561","75,914","22,805","6,415","2,435","1,848",656
OKLAHOMA CITY (650),"94,464","487,602","62,746","31,331","62,524","24,818","64,183","72,345","72,203","66,793","59,478","56,286","58,205","61,235","58,077","50,441","38,461","68,893","61,215","68,578","63,566","57,621","55,342","58,257","62,688","60,449","54,038","43,029","$55,820 ","$56,419 ","$61,472 ","$63,664 ","$64,656 ","$64,389 ","2,444","2,490","2,324","2,173","1,881","1,656","1,695","2,923","3,340","3,971","2,192","1,120","2,850",873,796,38.4,30.5,32.5,"480,525","249,290","67,185","6,569","43,762","24,135","19,627","1,870,152","729,815","59,722","797,000",6%,50.6,"$46,148 ","$125,438 ",6%,509343,1104495,256314,"1,468,134","157,691","195,384","107,274","44,659","3,132","89,262","50,522","596,068","60,358","15,332","1,977,303","772,562","59,722","823,528",51.6,"$46,771 ","$126,448 ",528401,1137395,311507,"1,551,705","167,960","207,561","112,212","47,817","3,280","94,329","53,979","629,986","64,124","16,298","1,798,380","700,344","61,832","785,835",4%,49.5,"$44,063 ","$119,878 ",4%,497770,1071319,229291,"1,419,186","150,015","182,634","102,431","41,501","2,746","82,501","46,586","575,776","56,562","13,981","1,620,574","633,440","52,886","797,000","480,525","249,290","193,396","184,239","58,820","21,881","8,703","11,006","2,480","823,528","508,080","264,482","202,171","196,112","62,730","23,369","9,299","11,770","2,629","785,835","462,183","238,161","195,255","180,281","51,831","19,011","6,057","7,513","2,235"
LUBBOCK (651),"21,808","114,353","12,702","6,416","13,603","5,062","17,763","22,988","20,446","16,349","13,426","12,378","13,096","13,697","12,895","10,689","8,133","20,770","16,934","17,893","14,774","12,883","12,373","13,135","13,668","12,975","11,191","9,073","$51,286 ","$52,640 ","$58,920 ","$60,859 ","$62,643 ","$63,185 ",871,824,691,545,453,568,530,808,944,"1,074",585,239,813,239,229,33.2,28.2,29.8,"103,880","62,584","18,702","1,856","12,491","6,486","6,005","455,679","166,464","20,832","185,166",4%,49.3,"$43,256 ","$92,574 ",3%,133115,265626,56938,"406,169","30,189","177,913","5,445","7,070",433,"6,373","52,246","149,522","10,029","2,641","471,533","172,542","20,832","190,626",49.6,"$43,780 ","$92,992 ",133446,272144,65943,"420,182","31,290","183,130","5,611","7,390",449,"6,611","53,863","155,220","10,616","2,692","444,181","162,007","20,915","181,314",3%,48.2,"$41,490 ","$90,499 ",3%,132892,258384,52905,"397,423","29,081","170,443","5,037","6,569",382,"5,689","49,828","146,306","9,520","2,386","408,555","149,122","16,728","185,166","103,880","62,584","56,106","33,027","8,135","3,691","1,021","1,720",180,"190,626","107,509","65,033","57,805","34,333","8,450","3,858","1,071","1,815",177,"181,314","101,278","60,729","55,955","31,279","8,642","2,820","1,037","1,341",204
MINOT-BSMRK-DKN (687),"29,532","98,037","15,702","7,742","17,531","6,900","13,016","14,080","14,735","13,498","11,600","11,110","12,364","14,245","14,531","12,422","9,198","12,359","12,032","12,735","11,893","10,537","10,436","12,008","14,017","13,876","11,974","9,305","$65,922 ","$66,414 ","$68,632 ","$69,520 ","$69,698 ","$68,537 ",425,355,328,371,347,255,301,558,765,994,679,287,388,197,178,41.7,24.8,29.5,"113,749","47,773","21,793","7,761","6,666","3,853","2,813","392,481","161,522","11,332","183,315",14%,53.2,"$55,092 ","$129,473 ",14%,100708,228420,63353,"340,399","3,516","8,345","39,043","2,245",218,"7,060","2,274","146,446","1,295",782,"445,607","183,908","11,332","205,649",54.4,"$57,061 ","$130,068 ",112035,252113,81459,"386,557","3,954","9,663","44,187","2,565",243,"8,101","2,621","166,767","1,446",894,"358,072","147,296","10,674","170,349",10%,51.8,"$49,760 ","$116,765 ",10%,93339,208741,55992,"310,811","2,696","6,390","36,584","1,777",185,"6,019","1,718","133,918",882,530,"341,722","135,006","8,327","183,315","113,749","47,773","44,564","41,769","17,024","5,608","2,342","1,773",669,"205,649","129,166","54,742","50,276","47,582","19,482","6,496","2,605","1,968",757,"170,349","104,188","43,108","45,794","37,577","14,573","3,238","1,310","1,161",535
HNTVLE-DCTR(FL) (691),"48,171","266,297","35,084","18,278","36,814","14,421","34,901","34,314","33,179","31,928","30,998","32,876","36,111","37,342","34,013","29,803","23,578","32,754","33,073","32,044","31,527","31,426","33,483","37,066","38,230","35,456","32,326","26,725","$59,594 ","$58,832 ","$62,626 ","$65,867 ","$64,826 ","$63,667 ","1,229","1,140","1,109",977,906,779,849,"1,230","1,484","1,816","1,136",567,"1,364",598,478,41.3,32.2,35.2,"291,486","116,273","42,024","5,602","33,182","17,538","15,644","1,024,355","407,759","18,130","449,783",3%,52.1,"$44,749 ","$135,161 ",3%,262377,604876,157102,"833,805","143,919","63,861","11,755","12,841","1,769","20,266","15,303","336,972","56,145","4,340","1,058,087","421,358","18,130","462,863",53.6,"$45,116 ","$135,974 ",263027,607810,187250,"859,851","150,054","65,954","12,003","13,456","1,820","20,903","15,809","347,862","58,325","4,463","1,000,979","398,116","18,657","442,895",2%,51.2,"$43,850 ","$131,634 ",2%,265451,594697,140831,"818,842","136,972","60,762","11,625","12,266","1,732","19,542","14,514","331,008","53,250","4,041","894,616","354,461","15,359","449,783","291,486","116,273","109,117","104,166","40,366","20,228","7,791","7,830","1,988","462,863","301,079","120,279","111,763","107,788","42,046","21,083","8,109","8,245","2,045","442,895","284,854","113,262","111,365","98,191","43,208","16,792","6,146","6,970","2,182"
MONTGOMERY(SEL) (698),"32,626","177,730","20,130","9,711","19,211","7,851","23,762","24,343","21,421","19,472","18,656","18,979","20,084","21,149","20,259","18,389","14,530","24,601","23,000","22,552","21,077","20,829","20,978","22,253","23,467","22,757","20,492","16,575","$50,665 ","$52,122 ","$55,562 ","$55,843 ","$55,689 ","$55,871 ",904,881,737,744,576,507,599,902,"1,144","1,148",709,284,"1,006",244,220,42.9,32.1,33.4,"171,614","82,110","45,431","9,264","24,908","12,549","12,359","651,924","253,724","23,618","299,155",0%,52,"$39,952 ","$113,683 ",0%,173412,381758,96754,"346,619","286,479","17,333","2,541","7,843",642,"7,800","4,424","141,418","106,240","2,599","649,527","252,627","23,618","301,669",53.1,"$40,700 ","$114,710 ",168022,370817,110688,"348,420","282,202","17,358","2,544","7,902",639,"7,820","4,432","142,246","104,349","2,607","654,371","254,623","24,071","297,155",0%,51.3,"$38,297 ","$111,488 ",0%,178760,386539,89072,"347,282","289,282","16,507","2,345","7,663",602,"7,197","4,184","141,920","107,244","2,459","634,312","242,366","24,351","299,155","171,614","82,110","78,301","54,854","21,825","7,761","3,312","4,309","1,252","301,669","170,540","82,087","77,218","54,736","21,817","7,838","3,304","4,356","1,271","297,155","173,232","81,391","80,629","52,114","22,097","9,901","3,525","3,653","1,313"
LA CRSS-EAU CLR (702),"33,409","153,609","23,273","11,801","23,533","9,304","21,586","25,289","22,113","19,009","16,979","17,738","19,878","21,597","21,143","18,875","14,416","25,604","21,800","20,911","17,317","15,744","16,662","18,933","21,202","20,795","18,559","14,368","$52,011 ","$54,454 ","$59,259 ","$60,673 ","$61,227 ","$60,430 ",773,956,829,691,644,525,663,"1,094","1,299","1,328",752,305,899,215,157,39.1,26.7,22.6,"169,028","70,521","25,735","11,641","20,174","11,976","8,198","608,273","239,549","25,839","265,284",2%,52.7,"$47,237 ","$150,588 ",2%,155714,358348,94211,"576,770","6,776","13,388","4,321","12,792",248,"7,366","3,122","231,907","1,773","2,911","618,411","243,751","25,839","269,345",53.7,"$48,321 ","$150,889 ",155246,354299,108866,"586,221","6,901","13,622","4,393","13,130",254,"7,512","3,165","236,028","1,768","2,963","600,990","236,657","25,536","263,337",1%,51.3,"$44,328 ","$148,321 ",1%,159144,355464,86382,"571,787","6,129","12,512","4,039","12,059",193,"6,783","2,892","230,121","1,330","2,629","567,244","216,620","23,519","265,284","169,028","70,521","44,561","78,976","28,427","8,985","3,212","3,643","1,224","269,345","171,845","71,906","44,975","80,463","29,022","9,166","3,274","3,709","1,236","263,337","166,889","69,768","45,639","78,237","28,770","7,821","2,664","2,775",983
WAUSAU-RHINELDR (705),"28,035","114,478","19,112","9,829","20,657","8,118","15,296","14,534","13,362","12,840","12,430","13,661","16,235","18,139","17,689","15,647","12,349","13,278","14,159","12,424","12,036","11,704","13,197","15,779","17,689","17,278","15,402","12,539","$54,106 ","$55,523 ","$58,809 ","$59,827 ","$60,043 ","$59,092 ",473,454,414,411,415,302,454,666,796,842,441,154,487,102,85,44.6,25.2,21.7,"141,969","46,346","73,231","56,263","18,791","11,790","7,001","454,437","188,315","9,925","261,546",0%,54.8,"$46,594 ","$144,505 ",0%,107708,263324,83405,"427,953","3,313","9,767","6,307","11,533",179,"5,152","2,238","181,562",811,"2,592","452,884","187,559","9,925","262,846",56.3,"$47,466 ","$144,970 ",104033,254322,94529,"426,409","3,295","9,754","6,241","11,624",177,"5,138","2,230","180,835",807,"2,603","455,922","188,971","10,038","260,368",0%,53,"$44,606 ","$146,787 ",0%,111741,266274,77907,"430,507","2,928","9,267","6,258","11,194",165,"4,870","2,089","182,914",536,"2,438","449,068","176,568","10,908","261,546","141,969","46,346","43,293","62,220","21,294","7,769","3,290","3,041","1,062","262,846","141,547","46,012","42,830","62,138","21,325","7,810","3,313","3,069","1,062","260,368","141,870","47,101","41,712","62,459","23,574","7,253","2,762","3,198",912
TYLER-LONGVIEW (709),"39,177","186,789","22,816","11,741","24,275","9,281","26,684","27,401","24,922","23,108","21,637","21,907","23,121","24,332","23,520","21,258","17,426","26,975","25,591","24,755","22,778","21,544","21,828","23,129","24,681","24,313","22,800","19,246","$54,112 ","$55,130 ","$57,798 ","$59,309 ","$60,028 ","$60,170 ",978,849,810,801,803,616,694,971,"1,166","1,377",709,394,"1,072",238,316,39.6,32.1,31.2,"191,215","88,152","39,308","12,821","22,997","13,036","9,961","748,649","279,367","29,884","318,675",3%,52.9,"$42,163 ","$104,502 ",3%,204288,424009,120352,"597,514","124,852","123,882","6,876","7,556",427,"11,424","29,560","226,411","45,208","2,332","768,021","286,773","29,884","322,397",53.7,"$42,771 ","$104,803 ",203079,427503,137439,"612,813","128,189","127,412","7,052","7,794",440,"11,733","30,448","232,706","46,344","2,377","734,624","274,073","29,709","315,630",2%,52.1,"$40,221 ","$99,408 ",2%,205949,417968,110707,"587,591","122,818","116,100","6,476","6,921",330,"10,488","27,527","223,153","44,030","2,032","655,099","245,367","24,685","318,675","191,215","88,152","92,770","63,031","20,033","7,182","2,824","4,259","1,116","322,397","195,927","90,846","94,852","64,782","20,535","7,357","2,873","4,383","1,145","315,630","188,160","85,913","94,639","60,129","19,983","7,090","1,840","3,057","1,422"
BEAUMNT-PRT ART (692),"19,490","116,605","14,484","7,315","14,904","5,890","16,189","16,557","16,727","16,260","14,949","14,948","15,793","16,757","15,709","13,427","10,177","14,922","14,999","14,448","14,046","13,302","13,338","14,821","16,302","15,651","13,761","10,998","$54,556 ","$55,330 ","$57,587 ","$58,674 ","$59,158 ","$58,629 ",556,611,472,473,424,376,369,591,734,756,463,207,596,215,135,40.5,33.2,32.5,"121,103","51,202","28,454","4,991","21,332","12,088","9,244","461,551","172,305","21,581","200,759",0%,52.4,"$42,687 ","$93,570 ",0%,121821,271718,68012,"332,772","107,936","56,986","3,732","10,573",282,"6,256","14,141","127,031","39,086","3,104","461,610","172,264","21,581","205,174",53.6,"$43,026 ","$93,288 ",117612,265341,78657,"333,580","107,254","56,705","3,724","10,515",283,"6,254","14,075","127,354","38,828","3,080","460,666","172,187","21,115","196,853",0%,51.7,"$41,238 ","$88,377 ",0%,124765,272641,63260,"332,546","108,224","53,956","3,542","10,314",209,"5,831","13,377","127,559","38,869","2,972","456,637","169,135","18,815","200,759","121,103","51,202","64,712","39,648","11,503","2,200","1,166","1,090",784,"205,174","121,052","51,212","64,880","39,532","11,442","2,184","1,161","1,075",778,"196,853","121,330","50,857","68,643","37,025","10,021","2,716","1,229","1,169",527
LITL RCK-PN BLF (693),"76,443","407,173","45,690","22,354","42,076","17,295","48,119","50,303","48,630","46,363","44,031","43,733","46,090","48,402","46,088","42,410","34,144","49,113","46,135","48,284","46,411","44,696","44,576","47,853","50,426","49,423","46,085","37,942","$52,306 ","$53,245 ","$55,692 ","$56,146 ","$56,367 ","$56,368 ","1,965","1,798","1,480","1,418","1,356","1,056","1,281","1,962","2,228","2,719","1,355",736,"2,002",526,375,41,31.1,32.5,"386,018","187,518","83,986","19,763","50,937","27,489","23,448","1,442,759","573,536","45,170","657,522",2%,52.4,"$41,159 ","$114,535 ",2%,373345,842917,226497,"1,114,987","276,758","67,926","9,725","16,010","1,069","24,210","17,248","452,976","104,533","5,315","1,472,684","585,353","45,170","671,823",53.5,"$41,797 ","$115,796 ",374150,835365,263169,"1,141,625","278,762","69,475","9,935","16,484","1,099","24,779","17,667","463,890","105,195","5,409","1,419,955","565,175","43,535","647,643",1%,51.1,"$39,694 ","$109,699 ",2%,376079,838170,205706,"1,099,062","274,224","64,124","8,561","14,741",866,"22,501","16,237","447,698","103,265","4,731","1,316,052","517,241","36,348","657,522","386,018","187,518","173,714","132,745","44,868","18,221","6,733","7,485","2,252","671,823","393,417","191,936","175,178","136,301","46,269","18,728","6,948","7,698","2,295","647,643","381,872","183,303","178,291","130,377","43,583","13,981","7,143","6,071","2,426"
